File,Detected_ID,Conf
GOPR0351_frame_000033_rgb_anon.png,2,0.9010696411132812
GOPR0351_frame_000039_rgb_anon.png,2,0.859241247177124
GOPR0351_frame_000049_rgb_anon.png,2,0.6708679795265198
GOPR0351_frame_000053_rgb_anon.png,2,0.7704582214355469
GOPR0351_frame_000053_rgb_anon.png,0,0.5371137261390686
GOPR0351_frame_000055_rgb_anon.png,2,0.7756814956665039
GOPR0351_frame_000055_rgb_anon.png,2,0.5345289707183838
GOPR0351_frame_000055_rgb_anon.png,0,0.4166765809059143
GOPR0351_frame_000057_rgb_anon.png,2,0.918712854385376
GOPR0351_frame_000057_rgb_anon.png,0,0.8645211458206177
GOPR0351_frame_000057_rgb_anon.png,0,0.583593487739563
GOPR0351_frame_000057_rgb_anon.png,6,0.46595197916030884
GOPR0351_frame_000059_rgb_anon.png,0,0.9108620882034302
GOPR0351_frame_000059_rgb_anon.png,0,0.8684801459312439
GOPR0351_frame_000061_rgb_anon.png,2,0.9146813750267029
GOPR0351_frame_000061_rgb_anon.png,2,0.8218337297439575
GOPR0351_frame_000063_rgb_anon.png,2,0.46006858348846436
GOPR0351_frame_000063_rgb_anon.png,2,0.44339707493782043
GOPR0351_frame_000065_rgb_anon.png,2,0.8894634246826172
GOPR0351_frame_000065_rgb_anon.png,2,0.886522650718689
GOPR0351_frame_000065_rgb_anon.png,2,0.8710333108901978
GOPR0351_frame_000067_rgb_anon.png,2,0.8441687822341919
GOPR0351_frame_000067_rgb_anon.png,0,0.7718547582626343
GOPR0351_frame_000069_rgb_anon.png,2,0.85964035987854
GOPR0351_frame_000069_rgb_anon.png,7,0.5693513751029968
GOPR0351_frame_000069_rgb_anon.png,7,0.4085606336593628
GOPR0351_frame_000071_rgb_anon.png,2,0.8634033799171448
GOPR0351_frame_000071_rgb_anon.png,1,0.8220854997634888
GOPR0351_frame_000071_rgb_anon.png,7,0.5528358221054077
GOPR0351_frame_000071_rgb_anon.png,5,0.5395523905754089
GOPR0351_frame_000079_rgb_anon.png,2,0.9025033712387085
GOPR0351_frame_000079_rgb_anon.png,2,0.812843382358551
GOPR0351_frame_000079_rgb_anon.png,5,0.7963030338287354
GOPR0351_frame_000079_rgb_anon.png,5,0.6823856830596924
GOPR0351_frame_000081_rgb_anon.png,5,0.9297949075698853
GOPR0351_frame_000081_rgb_anon.png,5,0.9145970344543457
GOPR0351_frame_000081_rgb_anon.png,2,0.7622250318527222
GOPR0351_frame_000083_rgb_anon.png,5,0.8948193192481995
GOPR0351_frame_000083_rgb_anon.png,0,0.5849708318710327
GOPR0351_frame_000083_rgb_anon.png,7,0.5098723769187927
GOPR0351_frame_000085_rgb_anon.png,2,0.8619962334632874
GOPR0351_frame_000085_rgb_anon.png,5,0.8432689309120178
GOPR0351_frame_000085_rgb_anon.png,0,0.7960002422332764
GOPR0351_frame_000087_rgb_anon.png,7,0.4830265939235687
GOPR0351_frame_000087_rgb_anon.png,1,0.46611934900283813
GOPR0351_frame_000089_rgb_anon.png,2,0.8939158320426941
GOPR0351_frame_000091_rgb_anon.png,2,0.7088796496391296
GOPR0351_frame_000091_rgb_anon.png,2,0.5856187343597412
GOPR0351_frame_000091_rgb_anon.png,2,0.4445782005786896
GOPR0351_frame_000093_rgb_anon.png,2,0.8557605147361755
GOPR0351_frame_000093_rgb_anon.png,2,0.8106772899627686
GOPR0351_frame_000093_rgb_anon.png,0,0.7581502199172974
GOPR0351_frame_000093_rgb_anon.png,0,0.5898967981338501
GOPR0351_frame_000093_rgb_anon.png,0,0.5438348650932312
GOPR0351_frame_000093_rgb_anon.png,2,0.4553419351577759
GOPR0351_frame_000095_rgb_anon.png,2,0.9324604272842407
GOPR0351_frame_000095_rgb_anon.png,2,0.8631677031517029
GOPR0351_frame_000095_rgb_anon.png,2,0.44865134358406067
GOPR0351_frame_000099_rgb_anon.png,2,0.9010652303695679
GOPR0351_frame_000099_rgb_anon.png,2,0.8704560995101929
GOPR0351_frame_000099_rgb_anon.png,2,0.8003999590873718
GOPR0351_frame_000101_rgb_anon.png,2,0.8726922869682312
GOPR0351_frame_000101_rgb_anon.png,2,0.8604546189308167
GOPR0351_frame_000101_rgb_anon.png,0,0.7722672820091248
GOPR0351_frame_000101_rgb_anon.png,7,0.45829540491104126
GOPR0351_frame_000101_rgb_anon.png,7,0.44521597027778625
GOPR0351_frame_000105_rgb_anon.png,2,0.8969486355781555
GOPR0351_frame_000105_rgb_anon.png,2,0.6791874170303345
GOPR0351_frame_000105_rgb_anon.png,2,0.6254414319992065
GOPR0351_frame_000105_rgb_anon.png,2,0.5481130480766296
GOPR0351_frame_000105_rgb_anon.png,0,0.5112850666046143
GOPR0351_frame_000111_rgb_anon.png,2,0.9238607883453369
GOPR0351_frame_000111_rgb_anon.png,2,0.48805174231529236
GOPR0351_frame_000111_rgb_anon.png,2,0.41607680916786194
GOPR0351_frame_000113_rgb_anon.png,2,0.9142519235610962
GOPR0351_frame_000113_rgb_anon.png,0,0.7839385271072388
GOPR0351_frame_000113_rgb_anon.png,2,0.5581731796264648
GOPR0351_frame_000113_rgb_anon.png,2,0.4239903688430786
GOPR0351_frame_000115_rgb_anon.png,2,0.9185869097709656
GOPR0351_frame_000115_rgb_anon.png,0,0.9097960591316223
GOPR0351_frame_000115_rgb_anon.png,5,0.7056865692138672
GOPR0351_frame_000121_rgb_anon.png,2,0.9298135042190552
GOPR0351_frame_000121_rgb_anon.png,0,0.8481621742248535
