video_frame,carla_frame,time_seconds,source_sun_altitude_deg,night_strength,sensor_noise_strength,grading_seed,ego_speed_mps,ego_yaw,forward_motorcycle_visible,forward_motorcycle_x1,forward_motorcycle_y1,forward_motorcycle_x2,forward_motorcycle_y2,forward_motorcycle_u,forward_motorcycle_v,forward_motorcycle_depth_m,forward_motorcycle_bbox_width_px,forward_motorcycle_bbox_height_px,forward_motorcycle_bbox_area_px2,forward_motorcycle_bbox_inside_fraction,forward_motorcycle_edge_touching,forward_motorcycle_label_eligible,forward_motorcycle_ignore_for_detection,forward_motorcycle_label_reason,forward_motorcycle_encounter,forward_motorcycle_speed_mps,forward_motorcycle_yaw,forward_car_visible,forward_car_x1,forward_car_y1,forward_car_x2,forward_car_y2,forward_car_u,forward_car_v,forward_car_depth_m,forward_car_bbox_width_px,forward_car_bbox_height_px,forward_car_bbox_area_px2,forward_car_bbox_inside_fraction,forward_car_edge_touching,forward_car_label_eligible,forward_car_ignore_for_detection,forward_car_label_reason,forward_car_encounter,forward_car_speed_mps,forward_car_yaw,oncoming_bus_visible,oncoming_bus_x1,oncoming_bus_y1,oncoming_bus_x2,oncoming_bus_y2,oncoming_bus_u,oncoming_bus_v,oncoming_bus_depth_m,oncoming_bus_bbox_width_px,oncoming_bus_bbox_height_px,oncoming_bus_bbox_area_px2,oncoming_bus_bbox_inside_fraction,oncoming_bus_edge_touching,oncoming_bus_label_eligible,oncoming_bus_ignore_for_detection,oncoming_bus_label_reason,oncoming_bus_encounter,oncoming_bus_speed_mps,oncoming_bus_yaw,oncoming_truck_visible,oncoming_truck_x1,oncoming_truck_y1,oncoming_truck_x2,oncoming_truck_y2,oncoming_truck_u,oncoming_truck_v,oncoming_truck_depth_m,oncoming_truck_bbox_width_px,oncoming_truck_bbox_height_px,oncoming_truck_bbox_area_px2,oncoming_truck_bbox_inside_fraction,oncoming_truck_edge_touching,oncoming_truck_label_eligible,oncoming_truck_ignore_for_detection,oncoming_truck_label_reason,oncoming_truck_encounter,oncoming_truck_speed_mps,oncoming_truck_yaw,person_1_visible,person_1_x1,person_1_y1,person_1_x2,person_1_y2,person_1_u,person_1_v,person_1_depth_m,person_1_bbox_width_px,person_1_bbox_height_px,person_1_bbox_area_px2,person_1_bbox_inside_fraction,person_1_edge_touching,person_1_label_eligible,person_1_ignore_for_detection,person_1_label_reason,person_1_encounter,person_1_speed_mps,person_1_yaw,person_2_visible,person_2_x1,person_2_y1,person_2_x2,person_2_y2,person_2_u,person_2_v,person_2_depth_m,person_2_bbox_width_px,person_2_bbox_height_px,person_2_bbox_area_px2,person_2_bbox_inside_fraction,person_2_edge_touching,person_2_label_eligible,person_2_ignore_for_detection,person_2_label_reason,person_2_encounter,person_2_speed_mps,person_2_yaw,controlled_visible_count,controlled_label_eligible_count,controlled_ignored_count,source_luma_mean,source_luma_p01,source_luma_p50,source_luma_p99,source_shadow_fraction,source_highlight_fraction,source_sharpness_laplacian,night_luma_mean,night_luma_p01,night_luma_p50,night_luma_p99,night_shadow_fraction,night_highlight_fraction,night_sharpness_laplacian
1,70743,0.0,38.0,1.0,0.35,9007,4.566374195868681,0.07702645659446716,1,312.00329683134794,183.50185114863078,327.94562147284057,214.36152271391492,319.97445915209425,198.93168693127285,17.01889170049353,15.942324641492633,30.859671565284145,491.97490242359896,1.0,0,1,0,eligible,1,0.0019804196530428027,0.07327783852815628,1,304.7683165124903,183.41530485975434,330.84485357153545,198.0122677942695,317.8065850420129,190.71378632701192,33.52161348359295,26.076537059045165,14.596962934515147,380.6382449113929,1.0,0,1,0,eligible,1,1.7794047004178382,-10.926254272460938,1,287.8581909151824,165.1137164606226,312.8981989142379,190.64353076362394,300.37819491471015,177.87862361212328,58.4569051457773,25.040007999055547,25.52981430300133,639.2667543615561,1.0,0,0,1,depth_outside_policy,0,0.1423600159918765,-179.92672729492188,1,298.91498169378855,176.992171523294,311.0386938148688,187.788955130376,304.9768377543287,182.39056332683498,75.73477178294341,12.123712121080246,10.796783607082006,130.8970962858606,1.0,0,0,1,depth_outside_policy,0,1.1181260761854452,-179.96180725097656,1,142.18792068447786,175.39306793603532,151.02149221830794,203.9671931889794,146.6047064513929,189.68013056250737,21.01862485085803,8.833571533830082,28.57412525294407,252.41157943850203,1.0,0,1,0,eligible,1,0.0,-89.92671966552734,1,379.7510194338571,182.25148708445835,383.2450063815161,192.45635588420177,381.4980129076866,187.35392148433004,41.01945577896185,3.493986947658982,10.204868799743423,35.6556783888759,1.0,0,0,1,bbox_too_narrow|bbox_area_too_small,0,0.0,90.0732650756836,6,3,3,101.52240451388889,12.0,97.0,201.0,0.02328125,9.98263888888889e-05,11677.0224609375,35.91200954861111,2.0,33.0,82.0,0.12956597222222221,6.076388888888889e-05,2060.05029296875
2,70745,0.10000000149011612,38.0,1.0,0.35,9007,4.693142388120952,0.07701477408409119,1,311.88512669882397,183.4970774642293,328.06287614788386,214.81745529396298,319.9740014233539,199.15726637909614,16.78600910661741,16.17774944905989,31.320377829733673,506.6932251793215,1.0,0,1,0,eligible,1,0.0014382080202706043,0.07327783852815628,1,303.79200036086286,183.38060227380524,330.84020581224166,198.06582973247995,317.3161030865523,190.7232160031426,33.36697935868979,27.048205451378806,14.685227458674717,397.2090494024632,1.0,0,1,0,eligible,1,2.0627953408509816,-12.377888679504395,1,287.71472620711205,165.0407427849274,312.8724825535085,190.68513237824547,300.2936043803103,177.86293758158644,58.223837732815156,25.157756346396468,25.644389593318067,645.1553050407612,1.0,0,0,1,depth_outside_policy,0,0.12632910366232142,-179.92672729492188,1,298.832539781464,176.95708037442816,311.00146787285973,187.79693495436914,304.91700382716186,182.37700766439866,75.44419293008424,12.168928091395742,10.839854579940976,131.90941090448854,1.0,0,0,1,depth_outside_policy,0,1.2015942588364636,-179.97706604003906,1,140.17814366283307,175.29002518164248,149.1439233985715,204.18716055826005,144.6610335307023,189.73859286995128,20.785701933734508,8.965779735738437,28.89713537661757,259.0853507805681,1.0,0,1,0,eligible,1,0.0,-89.92671966552734,1,380.0907571850822,182.21700635285052,383.60767357269947,192.4804666414198,381.84921537889085,187.34873649713518,40.78657065433556,3.5169163876172433,10.263460288569291,36.09573168252814,1.0,0,0,1,bbox_too_narrow|bbox_area_too_small,0,0.0,90.0732650756836,6,3,3,101.54917534722222,12.0,97.0,201.0,0.02324652777777778,0.00010850694444444444,11530.384765625,35.91688368055556,2.0,33.0,82.0,0.12735243055555556,6.076388888888889e-05,2037.1866455078125
3,70747,0.20000000298023224,38.0,1.0,0.35,9007,4.440732201762355,0.0770239606499672,1,311.5146855688151,183.3295799860944,328.430498160949,216.09309844335388,319.972591864882,199.71133921472415,16.09758478412206,16.915812592133932,32.763518457259494,554.2215380819226,1.0,0,1,0,eligible,1,6.147398236892454e-05,0.07327783852815628,1,300.39337474444864,183.1256421814341,330.5424155904307,198.04202503587013,315.4678951674397,190.58383360865213,32.957647689251715,30.149040845982086,14.916382854436023,449.71463595269853,1.0,0,1,0,eligible,1,2.855197939070169,-17.277690887451172,1,287.2864186146891,164.63612721922883,312.7945626417924,190.62061813481262,300.0404906282408,177.6283726770207,57.5342585903904,25.5081440271033,25.98449091558379,662.8161367456686,1.0,0,0,1,depth_outside_policy,0,0.05173032491361173,-179.92672729492188,1,298.57460474325626,176.68340067661427,310.88651437930497,187.65820372113387,304.73055956128064,182.17080219887407,74.55071955112713,12.31190963604871,10.974803044519604,135.12078335755763,1.0,0,0,1,depth_outside_policy,0,1.5244965517443823,179.9818878173828,1,133.96458043416231,174.82152775050398,143.33618651252024,204.71752661230803,138.65038347334126,189.769527181406,20.09699147868079,9.371606078357928,29.89599886180406,280.1735246518646,1.0,0,1,0,eligible,1,0.0,-89.92671966552734,1,381.1183695949287,181.96479357952146,384.7039007785992,192.4053138124,382.91113518676394,187.18505369596073,40.09811961937075,3.5855311836704686,10.440520232878555,37.43481086872852,1.0,0,0,1,bbox_too_narrow|bbox_area_too_small,0,0.0,90.0732650756836,6,3,3,100.6866015625,12.0,97.0,200.0,0.02470920138888889,8.680555555555556e-05,11812.9033203125,35.57580729166666,2.0,33.0,81.0,0.12975260416666667,6.076388888888889e-05,2074.80419921875
4,70749,0.30000000447034836,38.0,1.0,0.35,9007,4.364924084342929,0.07702937722206116,1,311.38924471511194,183.29630554733603,328.55505541939647,216.54901668776878,319.97215006725423,199.92266111755242,15.877864492171835,17.165810704284524,33.25271114043275,570.8097448409218,1.0,0,1,0,eligible,1,7.546442405876209e-05,0.07327783852815628,1,299.02694232614704,183.06021569758616,330.27563938282714,198.03718744989274,314.6512908544871,190.54870157373944,32.8550624351168,31.2486970566801,14.976971752306582,468.0108531142837,1.0,0,1,0,eligible,1,3.0781489405091067,-19.1619873046875,1,287.14866625687995,164.51069288472658,312.76912245133974,190.60420796275574,299.9588943541098,177.55745042374116,57.31424592861955,25.62045619445979,26.093515078029156,668.5277600161221,1.0,0,0,1,depth_outside_policy,0,0.02704095396578586,-179.92672729492188,1,298.48593429846426,176.6040486359215,310.8481010234193,187.62505414796297,304.6670176609418,182.11455139194223,74.24975856636627,12.362166724955046,11.021005512041484,136.24350761650538,1.0,0,0,1,depth_outside_policy,0,1.7030070271503652,179.97152709960938,1,131.88972899683017,174.68794991414532,141.39917925663883,204.91747864847795,136.6444541267345,189.80271428131164,19.877197461434648,9.50945025980866,30.229528734332632,287.4661998765928,1.0,0,1,0,eligible,1,0.0,-89.92671966552734,1,381.4537372112284,181.90276613917158,385.06184181786193,192.40110990915957,383.25778951454515,187.1519380241656,39.87838986642853,3.6081046066335603,10.498343769987997,37.87912251851643,1.0,0,0,1,bbox_too_narrow|bbox_area_too_small,0,0.0,90.0732650756836,6,3,3,100.77215711805556,12.0,97.0,200.0,0.024318576388888888,9.114583333333334e-05,12066.962890625,35.613567708333335,2.0,33.0,82.0,0.12970052083333333,6.076388888888889e-05,2113.79248046875
5,70751,0.4000000059604645,38.0,1.0,0.35,9007,4.298497747485496,0.07703515887260437,1,310.99827232545744,183.33877118057327,328.9431107646408,218.11800603785323,319.97069154504914,200.72838860921325,15.232777647479415,17.944838439183343,34.77923485727996,624.1077505523026,1.0,0,1,0,eligible,1,4.565264325316858e-05,0.07327783852815628,1,294.49267695745027,182.99447145922602,328.7390745383949,198.10637001884584,311.6158757479226,190.55042073903593,32.61790160157629,34.24639758094463,15.111898559619817,517.5280862756448,1.0,0,1,0,eligible,1,3.8043821619914544,-24.74955177307129,1,286.74061845040524,164.23302961643247,312.69292876610984,190.64914983975075,299.71677360825754,177.4410897280916,56.66881271478708,25.952310315704608,26.416120223318273,685.559349372516,1.0,0,0,1,depth_outside_policy,0,0.02428666598364355,-179.92672729492188,1,298.19648093520453,176.46501162842205,310.7413150750591,187.63207641971553,304.4688980051318,182.0485440240688,73.3089181049942,12.544834139854572,11.167064791293484,140.08897563578648,1.0,0,0,1,depth_outside_policy,0,2.2333631739543773,179.99395751953125,1,125.51917902052496,174.42062717581302,135.46331743063502,205.67401486865424,130.49124822558,190.04732102223363,19.23202611462329,9.944138410110057,31.253387692841216,310.7880130024433,1.0,0,1,0,eligible,1,0.0,-89.92671966552734,1,382.4595308401838,181.85046705894544,386.1364157514696,192.52246696139957,384.2979732958267,187.18646701017252,39.23329151914113,3.6768849112858106,10.671999902454132,39.23971541457724,1.0,0,0,1,bbox_too_narrow|bbox_area_too_small,0,0.0,90.0732650756836,6,3,3,100.70529513888889,12.0,97.0,200.0,0.025013020833333333,8.680555555555556e-05,12003.2802734375,35.6093359375,2.0,33.0,82.0,0.13201388888888888,6.076388888888889e-05,2103.811279296875
6,70753,0.5000000074505806,38.0,1.0,0.35,9007,4.34591543076273,0.07703325897455215,1,310.8591519476298,183.3923200301207,329.0813274135052,218.71579080444042,319.9702396805675,201.05405541728055,15.016490317130087,18.22217546587541,35.32347077431973,643.670482513376,1.0,0,1,0,eligible,1,3.26252009793864e-05,0.07327783852815628,1,292.79820706077106,183.0066704827319,327.9867779345288,198.15200698627402,310.3924924976499,190.57933873450295,32.55885862169066,35.188570873757726,15.145336503542126,532.9427469618021,1.0,0,1,0,eligible,1,4.239296188300625,-26.668315887451172,1,286.60212189115845,164.16652258332562,312.66700030018546,190.69213530087484,299.634561095672,177.42932894210023,56.4525630886126,26.064878409027017,26.525612717549222,691.3868702078612,1.0,0,0,1,depth_outside_policy,0,0.03224382206434232,-179.92672729492188,1,298.0922839190864,176.44679849360483,310.7038647107165,187.6664659415143,304.39807431490146,182.05663221755958,72.97773990770693,12.611580791630104,11.219667447909472,141.49774247453266,1.0,0,0,1,depth_outside_policy,0,2.3520731748797106,-179.9951934814453,1,123.2849469428271,174.36494511966455,133.38521310979402,205.97736590744327,128.33508002631055,190.1711555135539,19.015747837264563,10.100266166966918,31.612420787778717,319.29386413872305,1.0,0,1,0,eligible,1,0.0,-89.92671966552734,1,382.80410842929984,181.8688139834504,386.5048329108778,192.60036572219096,384.6544706700888,187.23458985282068,39.01700569446793,3.700724481577936,10.731551738740563,39.714516244877466,1.0,0,0,1,bbox_too_narrow|bbox_area_too_small,0,0.0,90.0732650756836,6,3,3,100.78088975694445,12.0,98.0,200.0,0.025611979166666667,0.00010850694444444444,12107.8154296875,35.681328125,2.0,33.0,82.0,0.13220052083333333,6.076388888888889e-05,2128.1201171875
7,70755,0.6000000089406967,38.0,1.0,0.35,9007,4.398480373800978,0.07493537664413452,1,310.42218445576566,183.55381083939403,329.54492954804715,220.64544731960584,319.98355700190643,202.09962907949995,14.35745166558823,19.12274509228149,37.091636480211804,709.2939094666594,1.0,0,1,0,eligible,1,0.0,0.07327783852815628,1,287.31704298446,183.03374249420378,324.9023543674674,198.24319133118325,306.1096986759637,190.6384669126935,32.422548408237375,37.58531138300742,15.209448836979476,571.6518705017937,1.0,0,1,0,eligible,1,4.904816091777001,-32.06461715698242,1,286.18491179166847,163.94559371611678,312.5991928232181,190.81100770165247,299.3920523074433,177.37830070888464,55.79370784239186,26.41428103154965,26.865413985535696,709.6305950428642,1.0,0,0,1,depth_outside_policy,0,0.033240093213801114,-179.92672729492188,1,297.7737573462205,176.38511502639247,310.59050826021917,187.77351380598546,304.1821328032198,182.07931441618896,71.93610405486686,12.816750913998646,11.38839877959299,145.96227046732952,1.0,0,0,1,depth_outside_policy,0,2.722900132197578,-179.98045349121094,1,116.16796145615676,174.1766809168661,126.77204861795109,206.9350281392103,121.47000503705392,190.5558545280382,18.357141987476922,10.604087161794325,32.758347222344185,347.37236922206074,1.0,0,1,0,eligible,1,0.0,-89.92671966552734,1,383.89109904000753,181.91637637059887,387.6664523789871,192.83362601629003,385.7787757094973,187.37500119344446,38.357681175616946,3.775353338979585,10.917249645691157,41.2164749023338,1.0,0,0,1,bbox_too_narrow|bbox_area_too_small,0,0.0,90.0732650756836,6,3,3,100.98035590277777,12.0,98.0,200.0,0.02568576388888889,0.0001171875,12040.427734375,35.73961371527778,2.0,33.0,82.0,0.13305989583333333,6.076388888888889e-05,2117.064208984375
8,70757,0.7000000104308128,38.0,1.0,0.35,9007,4.373375344548533,0.07495556771755219,1,310.26178482563694,183.594337466187,329.70411110883316,221.31365610928978,319.9829479672351,202.4539967877384,14.138235349498027,19.442326283196223,37.71931864310278,733.3513002390505,1.0,0,1,0,eligible,1,5.245362585038858e-07,0.07327783852815628,1,285.3377124136606,183.0270990429766,323.580575630173,198.244996594263,304.4591440219168,190.6360478186198,32.393292614800984,38.242863216512376,15.217897551286399,581.9759744967444,1.0,0,1,0,eligible,1,5.182571510040374,-33.72877502441406,1,286.0378067705448,163.8556906136625,312.57300947172473,190.8384745427814,299.30540812113475,177.34708257822194,55.57444916208001,26.535202701179912,26.98278392911891,715.99364100131,1.0,0,0,1,depth_outside_policy,0,0.028453702016284926,-179.92672729492188,1,297.65688304581107,176.35179528054826,310.5467621767343,187.79963353522004,304.1018226112727,182.07571440788416,71.57679725091117,12.889879130923248,11.44783825467178,147.5612514130786,1.0,0,0,1,depth_outside_policy,0,2.8481249536418476,-179.97279357910156,1,113.6785503768989,174.09471872920787,124.45989560767288,207.25311881987554,119.06922299228589,190.6739187745417,18.13791145095641,10.78134523077398,33.15840009066767,357.49215867761535,1.0,0,1,0,eligible,1,0.0,-89.92671966552734,1,384.25638771025854,181.91713911870892,388.0570880233355,192.89754845152666,386.156737866797,187.4073437851178,38.1384660191863,3.800700313076959,10.980409332817743,41.73324518895356,1.0,0,0,1,bbox_too_narrow|bbox_area_too_small,0,0.0,90.0732650756836,6,3,3,101.6416189236111,10.0,99.0,201.0,0.025638020833333334,0.00015190972222222222,12080.20703125,35.987530381944445,2.0,34.0,83.0,0.13066840277777778,6.076388888888889e-05,2117.716064453125
9,70759,0.800000011920929,38.0,1.0,0.35,9007,4.3340443513930405,0.07496213167905807,1,309.7522377975715,183.73313915279633,330.21025877618604,223.4489240367251,319.9812482868788,203.5910315947607,13.487024121105662,20.458020978614513,39.71578488392876,812.5063603375557,1.0,0,1,0,eligible,1,9.831518412878591e-07,0.07327783852815628,1,279.4470042200697,183.03038099627332,319.4019459705465,198.23358860886117,299.4244750953081,190.63198480256725,32.299363197507276,39.95494175047679,15.203207612587846,607.4432745813527,1.0,0,1,0,eligible,1,4.41565017315189,-38.39575958251953,1,285.592935723409,163.60437345745086,312.4941081931361,190.9426317778425,299.04352195827255,177.27350261764667,54.9231565663941,26.9011724697271,27.338258320391645,735.4312020988076,1.0,0,0,1,depth_outside_policy,0,0.009696928194626232,-179.92672729492188,1,297.2911211980435,176.26970792249128,310.40461576036444,187.90451306788182,303.84786847920395,182.08711049518655,70.46686138734239,13.11349456232091,11.634805145390544,152.57295400774223,1.0,0,0,1,depth_outside_policy,0,3.235103338524198,-179.96572875976562,1,105.91103134103204,173.85031704082903,117.25412820234725,208.25691833494963,111.58257977168964,191.05361768788933,17.486676792408865,11.343096861315203,34.406601294120605,390.27741114786306,1.0,0,1,0,eligible,1,0.0,-89.92671966552734,1,385.36676622058786,181.92906081815633,389.2449846578379,193.10148411501382,387.30587543921285,187.5152724665851,37.48725136177868,3.878218437250041,11.172423296857488,43.329098018634596,1.0,0,0,1,bbox_too_narrow|bbox_area_too_small,0,0.0,90.0732650756836,6,3,3,102.13803385416666,12.0,99.0,201.0,0.02375434027777778,8.680555555555556e-05,11859.595703125,36.179127604166666,2.0,34.0,82.0,0.12871961805555557,6.076388888888889e-05,2094.266845703125
10,70761,0.9000000134110451,38.0,1.0,0.35,9007,4.350641159873233,0.07496152073144913,1,309.57013756008575,183.79421920763184,330.3908910466288,224.22376010260484,319.98051430335727,204.00898965511834,13.269859737029403,20.820753486543026,40.429540894973,841.773504548343,1.0,0,1,0,eligible,1,6.413975223149824e-07,0.07327783852815628,1,277.671055879768,183.04764117500113,318.1533453465902,198.2526494305111,297.9122006131791,190.65014530275613,32.24097844870517,40.48228946682218,15.205008255509966,615.5335455449754,1.0,0,1,0,eligible,1,4.3157911126278705,-39.80830001831055,1,285.4419987620326,163.5344529713205,312.46696138775974,190.9927563381101,298.9544800748962,177.2636046547153,54.70600885826616,27.02496262572714,27.458303366789607,742.0596222533669,1.0,0,0,1,depth_outside_policy,0,0.003987889350351307,-179.92672729492188,1,297.16140309550326,176.25485824413954,310.3552446185833,187.95586247950712,303.75832385704325,182.10536036182333,70.08358009592922,13.193841523080039,11.701004235367577,154.38119554232813,1.0,0,0,1,depth_outside_policy,0,3.3726535267959097,-179.96054077148438,1,103.18919317770614,173.77642760260832,114.73164922514262,208.62045229915103,108.96042120142438,191.19843995087967,17.269516621784785,11.542456047436474,34.844024696542704,402.1856235756352,1.0,0,1,0,eligible,1,0.0,-89.92671966552734,1,385.7456217598913,181.94433659542173,389.6503579253434,193.1823064654989,387.6979898426174,187.5633215304603,37.270087546501856,3.904736165452107,11.237969870077166,43.88130737795142,1.0,0,0,1,bbox_too_narrow|bbox_area_too_small,0,0.0,90.0732650756836,6,3,3,102.59515625,12.0,99.0,202.0,0.024401041666666668,6.944444444444444e-05,12017.0576171875,36.34762586805556,2.0,34.0,83.0,0.12883680555555554,6.076388888888889e-05,2118.65234375
