File,Detected_ID,Conf
GOPR0122_frame_000001_rgb_anon.png,6,0.9211794137954712
GOPR0122_frame_000001_rgb_anon.png,0,0.9039294123649597
GOPR0122_frame_000001_rgb_anon.png,6,0.6285394430160522
GOPR0122_frame_000001_rgb_anon.png,1,0.6220502257347107
GOPR0122_frame_000018_rgb_anon.png,2,0.8436129689216614
GOPR0122_frame_000028_rgb_anon.png,2,0.8940385580062866
GOPR0122_frame_000028_rgb_anon.png,2,0.8534939289093018
GOPR0122_frame_000028_rgb_anon.png,2,0.7185313105583191
GOPR0122_frame_000028_rgb_anon.png,0,0.6303309798240662
GOPR0122_frame_000028_rgb_anon.png,0,0.5883414149284363
GOPR0122_frame_000028_rgb_anon.png,0,0.5544546842575073
GOPR0122_frame_000028_rgb_anon.png,2,0.4899217188358307
GOPR0122_frame_000040_rgb_anon.png,0,0.8783251047134399
GOPR0122_frame_000040_rgb_anon.png,2,0.8660968542098999
GOPR0122_frame_000040_rgb_anon.png,2,0.8287224769592285
GOPR0122_frame_000040_rgb_anon.png,2,0.6693764328956604
GOPR0122_frame_000040_rgb_anon.png,0,0.4461093544960022
GOPR0122_frame_000049_rgb_anon.png,2,0.8291435837745667
GOPR0122_frame_000049_rgb_anon.png,0,0.56434166431427
GOPR0122_frame_000049_rgb_anon.png,0,0.4658884108066559
GOPR0122_frame_000057_rgb_anon.png,2,0.922572135925293
GOPR0122_frame_000057_rgb_anon.png,2,0.9123762249946594
GOPR0122_frame_000057_rgb_anon.png,0,0.776841938495636
GOPR0122_frame_000064_rgb_anon.png,2,0.9449390172958374
GOPR0122_frame_000064_rgb_anon.png,0,0.8736927509307861
GOPR0122_frame_000064_rgb_anon.png,4,0.6343740820884705
GOPR0122_frame_000064_rgb_anon.png,2,0.4054078161716461
GOPR0122_frame_000070_rgb_anon.png,2,0.9266955256462097
GOPR0122_frame_000070_rgb_anon.png,2,0.6247278451919556
GOPR0122_frame_000077_rgb_anon.png,2,0.896711528301239
GOPR0122_frame_000077_rgb_anon.png,2,0.8331708908081055
GOPR0122_frame_000077_rgb_anon.png,0,0.7069737911224365
GOPR0122_frame_000085_rgb_anon.png,2,0.9067488312721252
GOPR0122_frame_000085_rgb_anon.png,0,0.8220111131668091
GOPR0122_frame_000092_rgb_anon.png,0,0.85645592212677
GOPR0122_frame_000092_rgb_anon.png,2,0.8108090162277222
GOPR0122_frame_000092_rgb_anon.png,2,0.70237135887146
GOPR0122_frame_000092_rgb_anon.png,0,0.657712996006012
GOPR0122_frame_000092_rgb_anon.png,0,0.5926420092582703
GOPR0122_frame_000092_rgb_anon.png,0,0.43568646907806396
